event_id,user_id,event_type,is_recurring,recurrence_interval_days,is_flexible,is_essential,status,amount,currency,event_date,description,linked_event_id
event_52,user_36,recurring_expense,True,30,False,True,confirmed,2049.86,USD,2026-07-25,Apartment Rent & Essential Utilities,
event_53,user_36,recurring_expense,True,15,False,True,confirmed,553.79,USD,2026-07-07,Bi-weekly Groceries & Commuting,
event_54,user_36,recurring_expense,True,30,True,False,confirmed,637.45,USD,2026-07-10,Streaming Services & Dining Out Club,
event_55,user_36,recurring_expense,True,30,True,False,confirmed,337.78,USD,2026-07-15,Fitness & Luxury Lifestyle Subscription,
event_56,user_37,income,True,30,False,True,confirmed,13042046.82,IDR,2024-03-29,Confirmed Monthly Salary,
event_57,user_37,recurring_expense,True,30,False,True,confirmed,4032420.69,IDR,2024-04-03,Apartment Rent & Essential Utilities,
event_58,user_37,recurring_expense,True,15,False,True,confirmed,1150607.57,IDR,2024-03-09,Bi-weekly Groceries & Commuting,
event_59,user_37,recurring_expense,True,30,True,False,confirmed,764931.85,IDR,2024-03-12,Streaming Services & Dining Out Club,
event_60,user_37,recurring_expense,True,30,True,False,confirmed,631616.98,IDR,2024-03-17,Fitness & Luxury Lifestyle Subscription,
event_61,user_38,income,True,30,False,True,confirmed,1504.55,EUR,2025-08-18,Confirmed Monthly Salary,
event_62,user_38,recurring_expense,True,30,False,True,confirmed,435.3,EUR,2025-08-23,Apartment Rent & Essential Utilities,
event_63,user_38,recurring_expense,True,15,False,True,confirmed,141.5,EUR,2025-08-11,Bi-weekly Groceries & Commuting,
event_64,user_38,recurring_expense,True,30,True,False,confirmed,142.48,EUR,2025-08-14,Streaming Services & Dining Out Club,
event_65,user_38,recurring_expense,True,30,True,False,confirmed,73.08,EUR,2025-08-19,Fitness & Luxury Lifestyle Subscription,
event_66,user_39,income,True,30,False,True,confirmed,307650.91,INR,2026-04-22,Confirmed Monthly Salary,
event_67,user_39,recurring_expense,True,30,False,True,confirmed,98670.27,INR,2026-04-27,Apartment Rent & Essential Utilities,
event_68,user_39,recurring_expense,True,15,False,True,confirmed,32604.03,INR,2026-04-08,Bi-weekly Groceries & Commuting,
event_69,user_39,recurring_expense,True,30,True,False,confirmed,35694.22,INR,2026-04-11,Streaming Services & Dining Out Club,
event_70,user_39,recurring_expense,True,30,True,False,confirmed,14275.1,INR,2026-04-16,Fitness & Luxury Lifestyle Subscription,
event_71,user_40,income,True,30,False,True,confirmed,1819.43,EUR,2024-06-11,Confirmed Monthly Salary,
event_72,user_40,recurring_expense,True,30,False,True,confirmed,631.61,EUR,2024-06-16,Apartment Rent & Essential Utilities,
event_73,user_40,recurring_expense,True,15,False,True,confirmed,194.26,EUR,2024-06-10,Bi-weekly Groceries & Commuting,
event_74,user_40,recurring_expense,True,30,True,False,confirmed,150.1,EUR,2024-06-13,Streaming Services & Dining Out Club,
event_75,user_40,recurring_expense,True,30,True,False,confirmed,118.36,EUR,2024-06-18,Fitness & Luxury Lifestyle Subscription,
event_76,user_41,income,True,30,False,True,confirmed,56172520.94,IDR,2025-11-15,Confirmed Monthly Salary,
event_77,user_41,recurring_expense,True,30,False,True,confirmed,15026227.46,IDR,2025-11-20,Apartment Rent & Essential Utilities,
event_78,user_41,recurring_expense,True,15,False,True,confirmed,4340301.3,IDR,2025-11-07,Bi-weekly Groceries & Commuting,
event_79,user_41,recurring_expense,True,30,True,False,confirmed,2954946.98,IDR,2025-11-10,Streaming Services & Dining Out Club,
event_80,user_41,recurring_expense,True,30,True,False,confirmed,4482363.19,IDR,2025-11-15,Fitness & Luxury Lifestyle Subscription,
event_81,user_42,income,True,30,False,True,confirmed,47729.88,INR,2026-01-24,Confirmed Monthly Salary,
event_82,user_42,recurring_expense,True,30,False,True,confirmed,13613.52,INR,2026-01-29,Apartment Rent & Essential Utilities,
event_83,user_42,recurring_expense,True,15,False,True,confirmed,4862.6,INR,2026-01-09,Bi-weekly Groceries & Commuting,
event_84,user_42,recurring_expense,True,30,True,False,confirmed,3685.0,INR,2026-01-12,Streaming Services & Dining Out Club,
event_85,user_42,recurring_expense,True,30,True,False,confirmed,2317.31,INR,2026-01-17,Fitness & Luxury Lifestyle Subscription,
event_86,user_43,income,True,30,False,True,confirmed,75816413.12,IDR,2024-09-13,Confirmed Monthly Salary,
event_87,user_43,recurring_expense,True,30,False,True,confirmed,26874840.99,IDR,2024-09-18,Apartment Rent & Essential Utilities,
event_88,user_43,recurring_expense,True,15,False,True,confirmed,7734003.86,IDR,2024-09-11,Bi-weekly Groceries & Commuting,
event_89,user_43,recurring_expense,True,30,True,False,confirmed,6907923.34,IDR,2024-09-14,Streaming Services & Dining Out Club,
event_90,user_43,recurring_expense,True,30,True,False,confirmed,5028899.46,IDR,2024-09-19,Fitness & Luxury Lifestyle Subscription,
event_91,user_44,income,True,30,False,True,confirmed,161462.64,INR,2025-02-17,Confirmed Monthly Salary,
event_92,user_44,recurring_expense,True,30,False,True,confirmed,56227.47,INR,2025-02-22,Apartment Rent & Essential Utilities,
event_93,user_44,recurring_expense,True,15,False,True,confirmed,18840.21,INR,2025-02-08,Bi-weekly Groceries & Commuting,
event_94,user_44,recurring_expense,True,30,True,False,confirmed,15031.47,INR,2025-02-11,Streaming Services & Dining Out Club,
event_95,user_44,recurring_expense,True,30,True,False,confirmed,12424.98,INR,2025-02-16,Fitness & Luxury Lifestyle Subscription,
event_96,user_45,income,True,30,False,True,confirmed,23735927.5,IDR,2026-07-26,Confirmed Monthly Salary,
event_97,user_45,recurring_expense,True,30,False,True,confirmed,8391649.64,IDR,2026-07-31,Apartment Rent & Essential Utilities,
event_98,user_45,recurring_expense,True,15,False,True,confirmed,2038049.44,IDR,2026-07-10,Bi-weekly Groceries & Commuting,
event_99,user_45,recurring_expense,True,30,True,False,confirmed,1925665.18,IDR,2026-07-13,Streaming Services & Dining Out Club,
event_100,user_45,recurring_expense,True,30,True,False,confirmed,992295.45,IDR,2026-07-18,Fitness & Luxury Lifestyle Subscription,
event_101,user_46,income,True,30,False,True,confirmed,57494.82,INR,2024-12-10,Confirmed Monthly Salary,
event_102,user_46,recurring_expense,True,30,False,True,confirmed,22833.44,INR,2024-12-15,Apartment Rent & Essential Utilities,
event_103,user_46,recurring_expense,True,15,False,True,confirmed,5368.1,INR,2024-12-07,Bi-weekly Groceries & Commuting,
event_104,user_46,recurring_expense,True,30,True,False,confirmed,6503.74,INR,2024-12-10,Streaming Services & Dining Out Club,
event_105,user_46,recurring_expense,True,30,True,False,confirmed,3578.55,INR,2024-12-15,Fitness & Luxury Lifestyle Subscription,
event_106,user_47,income,True,30,False,True,confirmed,32799006.1,IDR,2025-05-19,Confirmed Monthly Salary,
event_107,user_47,recurring_expense,True,30,False,True,confirmed,9557047.08,IDR,2025-05-24,Apartment Rent & Essential Utilities,
event_108,user_47,recurring_expense,True,15,False,True,confirmed,4047736.62,IDR,2025-05-09,Bi-weekly Groceries & Commuting,
event_109,user_47,recurring_expense,True,30,True,False,confirmed,3818813.05,IDR,2025-05-12,Streaming Services & Dining Out Club,
event_110,user_47,recurring_expense,True,30,True,False,confirmed,2335602.6,IDR,2025-05-17,Fitness & Luxury Lifestyle Subscription,
event_111,user_48,income,True,30,False,True,confirmed,40749.48,INR,2026-08-15,Confirmed Monthly Salary,
event_112,user_48,recurring_expense,True,30,False,True,confirmed,11483.85,INR,2026-08-20,Apartment Rent & Essential Utilities,
event_113,user_48,recurring_expense,True,15,False,True,confirmed,4359.16,INR,2026-07-29,Bi-weekly Groceries & Commuting,
event_114,user_48,recurring_expense,True,30,True,False,confirmed,4807.48,INR,2026-08-01,Streaming Services & Dining Out Club,
event_115,user_48,recurring_expense,True,30,True,False,confirmed,1325.54,INR,2026-08-06,Fitness & Luxury Lifestyle Subscription,
event_116,user_49,income,True,30,False,True,confirmed,38916769.87,IDR,2024-03-12,Confirmed Monthly Salary,
event_117,user_49,recurring_expense,True,30,False,True,confirmed,15501449.8,IDR,2024-03-17,Apartment Rent & Essential Utilities,
event_118,user_49,recurring_expense,True,15,False,True,confirmed,4450090.02,IDR,2024-03-08,Bi-weekly Groceries & Commuting,
event_119,user_49,recurring_expense,True,30,True,False,confirmed,2504854.16,IDR,2024-03-11,Streaming Services & Dining Out Club,
event_120,user_49,recurring_expense,True,30,True,False,confirmed,2782194.59,IDR,2024-03-16,Fitness & Luxury Lifestyle Subscription,
event_121,user_50,income,True,30,False,True,confirmed,59449.72,INR,2025-08-21,Confirmed Monthly Salary,
event_122,user_50,recurring_expense,True,30,False,True,confirmed,20091.48,INR,2025-08-26,Apartment Rent & Essential Utilities,
event_123,user_50,recurring_expense,True,15,False,True,confirmed,6875.52,INR,2025-08-10,Bi-weekly Groceries & Commuting,
event_124,user_50,recurring_expense,True,30,True,False,confirmed,3942.11,INR,2025-08-13,Streaming Services & Dining Out Club,
event_125,user_50,recurring_expense,True,30,True,False,confirmed,4085.29,INR,2025-08-18,Fitness & Luxury Lifestyle Subscription,
event_126,user_51,income,True,30,False,True,confirmed,3480718.47,IDR,2026-01-25,Confirmed Monthly Salary,
event_127,user_51,recurring_expense,True,30,False,True,confirmed,1181346.26,IDR,2026-01-30,Apartment Rent & Essential Utilities,
event_128,user_51,recurring_expense,True,15,False,True,confirmed,309309.67,IDR,2026-01-07,Bi-weekly Groceries & Commuting,
event_129,user_51,recurring_expense,True,30,True,False,confirmed,413794.67,IDR,2026-01-10,Streaming Services & Dining Out Club,
event_130,user_51,recurring_expense,True,30,True,False,confirmed,276286.78,IDR,2026-01-15,Fitness & Luxury Lifestyle Subscription,
event_131,user_52,income,True,30,False,True,confirmed,38692.02,INR,2024-06-14,Confirmed Monthly Salary,
event_132,user_52,recurring_expense,True,30,False,True,confirmed,14307.42,INR,2024-06-19,Apartment Rent & Essential Utilities,
event_133,user_52,recurring_expense,True,15,False,True,confirmed,3114.57,INR,2024-06-09,Bi-weekly Groceries & Commuting,
event_134,user_52,recurring_expense,True,30,True,False,confirmed,4281.32,INR,2024-06-12,Streaming Services & Dining Out Club,
event_135,user_52,recurring_expense,True,30,True,False,confirmed,1415.75,INR,2024-06-17,Fitness & Luxury Lifestyle Subscription,
event_136,user_53,income,True,30,False,True,confirmed,1968.09,USD,2025-11-23,Confirmed Monthly Salary,
event_137,user_53,recurring_expense,True,30,False,True,confirmed,724.78,USD,2025-11-28,Apartment Rent & Essential Utilities,
event_138,user_53,recurring_expense,True,15,False,True,confirmed,205.56,USD,2025-11-11,Bi-weekly Groceries & Commuting,
event_139,user_53,recurring_expense,True,30,True,False,confirmed,100.58,USD,2025-11-14,Streaming Services & Dining Out Club,
event_140,user_53,recurring_expense,True,30,True,False,confirmed,85.16,USD,2025-11-19,Fitness & Luxury Lifestyle Subscription,
event_141,user_54,income,True,30,False,True,confirmed,112627.11,ZAR,2026-07-27,Confirmed Monthly Salary,
event_142,user_54,recurring_expense,True,30,False,True,confirmed,35268.51,ZAR,2026-08-01,Apartment Rent & Essential Utilities,
event_143,user_54,recurring_expense,True,15,False,True,confirmed,9087.03,ZAR,2026-07-08,Bi-weekly Groceries & Commuting,
event_144,user_54,recurring_expense,True,30,True,False,confirmed,6132.44,ZAR,2026-07-11,Streaming Services & Dining Out Club,
event_145,user_54,recurring_expense,True,30,True,False,confirmed,5903.21,ZAR,2026-07-16,Fitness & Luxury Lifestyle Subscription,
event_146,user_55,income,True,30,False,True,confirmed,254021.72,INR,2026-06-18,Confirmed Monthly Salary,
event_147,user_55,recurring_expense,True,30,False,True,confirmed,86126.04,INR,2026-06-23,Apartment Rent & Essential Utilities,
event_148,user_55,recurring_expense,True,15,False,True,confirmed,24792.59,INR,2026-06-12,Bi-weekly Groceries & Commuting,
event_149,user_55,recurring_expense,True,30,True,False,confirmed,16640.58,INR,2026-06-15,Streaming Services & Dining Out Club,
event_150,user_55,recurring_expense,True,30,True,False,confirmed,15433.18,INR,2026-06-20,Fitness & Luxury Lifestyle Subscription,
event_151,user_56,income,True,30,False,True,confirmed,1346.36,USD,2025-02-20,Confirmed Monthly Salary,
event_152,user_56,recurring_expense,True,30,False,True,confirmed,520.12,USD,2025-02-25,Apartment Rent & Essential Utilities,
event_153,user_56,recurring_expense,True,15,False,True,confirmed,145.34,USD,2025-02-07,Bi-weekly Groceries & Commuting,
event_154,user_56,recurring_expense,True,30,True,False,confirmed,95.75,USD,2025-02-10,Streaming Services & Dining Out Club,
event_155,user_56,recurring_expense,True,30,True,False,confirmed,83.7,USD,2025-02-15,Fitness & Luxury Lifestyle Subscription,
event_156,user_57,income,True,30,False,True,confirmed,51070.88,ZAR,2026-04-29,Confirmed Monthly Salary,
event_157,user_57,recurring_expense,True,30,False,True,confirmed,20417.53,ZAR,2026-05-04,Apartment Rent & Essential Utilities,
event_158,user_57,recurring_expense,True,15,False,True,confirmed,5993.93,ZAR,2026-04-09,Bi-weekly Groceries & Commuting,
event_159,user_57,recurring_expense,True,30,True,False,confirmed,4077.46,ZAR,2026-04-12,Streaming Services & Dining Out Club,
event_160,user_57,recurring_expense,True,30,True,False,confirmed,1807.81,ZAR,2026-04-17,Fitness & Luxury Lifestyle Subscription,
event_161,user_58,income,True,30,False,True,confirmed,24540223.74,IDR,2024-12-18,Confirmed Monthly Salary,
event_162,user_58,recurring_expense,True,30,False,True,confirmed,7767823.76,IDR,2024-12-23,Apartment Rent & Essential Utilities,
event_163,user_58,recurring_expense,True,15,False,True,confirmed,2943927.16,IDR,2024-12-11,Bi-weekly Groceries & Commuting,
event_164,user_58,recurring_expense,True,30,True,False,confirmed,1780339.92,IDR,2024-12-14,Streaming Services & Dining Out Club,
event_165,user_58,recurring_expense,True,30,True,False,confirmed,918213.98,IDR,2024-12-19,Fitness & Luxury Lifestyle Subscription,
event_166,user_59,income,True,30,False,True,confirmed,130222.54,INR,2025-05-22,Confirmed Monthly Salary,
event_167,user_59,recurring_expense,True,30,False,True,confirmed,44750.67,INR,2025-05-27,Apartment Rent & Essential Utilities,
event_168,user_59,recurring_expense,True,15,False,True,confirmed,13578.08,INR,2025-05-08,Bi-weekly Groceries & Commuting,
event_169,user_59,recurring_expense,True,30,True,False,confirmed,13002.81,INR,2025-05-11,Streaming Services & Dining Out Club,
event_170,user_59,recurring_expense,True,30,True,False,confirmed,6386.79,INR,2025-05-16,Fitness & Luxury Lifestyle Subscription,
event_171,user_60,income,True,30,False,True,confirmed,279.32,USD,2026-01-11,Confirmed Monthly Salary,
event_172,user_60,recurring_expense,True,30,False,True,confirmed,82.19,USD,2026-01-16,Apartment Rent & Essential Utilities,
event_173,user_60,recurring_expense,True,15,False,True,confirmed,28.01,USD,2026-01-10,Bi-weekly Groceries & Commuting,
event_174,user_60,recurring_expense,True,30,True,False,confirmed,22.38,USD,2026-01-13,Streaming Services & Dining Out Club,
event_175,user_60,recurring_expense,True,30,True,False,confirmed,19.46,USD,2026-01-18,Fitness & Luxury Lifestyle Subscription,
event_176,user_61,income,True,30,False,True,confirmed,26574.7,ZAR,2024-03-15,Confirmed Monthly Salary,
event_177,user_61,recurring_expense,True,30,False,True,confirmed,9253.5,ZAR,2024-03-20,Apartment Rent & Essential Utilities,
event_178,user_61,recurring_expense,True,15,False,True,confirmed,3159.34,ZAR,2024-03-07,Bi-weekly Groceries & Commuting,
event_179,user_61,recurring_expense,True,30,True,False,confirmed,2354.34,ZAR,2024-03-10,Streaming Services & Dining Out Club,
event_180,user_61,recurring_expense,True,30,True,False,confirmed,1947.25,ZAR,2024-03-15,Fitness & Luxury Lifestyle Subscription,
event_181,user_62,income,True,30,False,True,confirmed,497.23,USD,2025-08-24,Confirmed Monthly Salary,
event_182,user_62,recurring_expense,True,30,False,True,confirmed,190.55,USD,2025-08-29,Apartment Rent & Essential Utilities,
event_183,user_62,recurring_expense,True,15,False,True,confirmed,47.58,USD,2025-08-09,Bi-weekly Groceries & Commuting,
event_184,user_62,recurring_expense,True,30,True,False,confirmed,53.66,USD,2025-08-12,Streaming Services & Dining Out Club,
event_185,user_62,recurring_expense,True,30,True,False,confirmed,24.83,USD,2025-08-17,Fitness & Luxury Lifestyle Subscription,
event_186,user_63,income,True,30,False,True,confirmed,526033.74,INR,2026-07-13,Confirmed Monthly Salary,
event_187,user_63,recurring_expense,True,30,False,True,confirmed,156170.08,INR,2026-07-18,Apartment Rent & Essential Utilities,
event_188,user_63,recurring_expense,True,15,False,True,confirmed,47672.43,INR,2026-07-11,Bi-weekly Groceries & Commuting,
event_189,user_63,recurring_expense,True,30,True,False,confirmed,35687.33,INR,2026-07-14,Streaming Services & Dining Out Club,
event_190,user_63,recurring_expense,True,30,True,False,confirmed,40862.1,INR,2026-07-19,Fitness & Luxury Lifestyle Subscription,
event_191,user_64,income,True,30,False,True,confirmed,94710.5,INR,2024-06-17,Confirmed Monthly Salary,
event_192,user_64,recurring_expense,True,30,False,True,confirmed,30415.35,INR,2024-06-22,Apartment Rent & Essential Utilities,
event_193,user_64,recurring_expense,True,15,False,True,confirmed,7535.28,INR,2024-06-08,Bi-weekly Groceries & Commuting,
event_194,user_64,recurring_expense,True,30,True,False,confirmed,5301.47,INR,2024-06-11,Streaming Services & Dining Out Club,
event_195,user_64,recurring_expense,True,30,True,False,confirmed,4886.48,INR,2024-06-16,Fitness & Luxury Lifestyle Subscription,
event_196,user_65,income,True,30,False,True,confirmed,83932.96,ZAR,2025-11-26,Confirmed Monthly Salary,
event_197,user_65,recurring_expense,True,30,False,True,confirmed,25674.84,ZAR,2025-12-01,Apartment Rent & Essential Utilities,
event_198,user_65,recurring_expense,True,15,False,True,confirmed,6841.02,ZAR,2025-11-10,Bi-weekly Groceries & Commuting,
event_199,user_65,recurring_expense,True,30,True,False,confirmed,4549.05,ZAR,2025-11-13,Streaming Services & Dining Out Club,
event_200,user_65,recurring_expense,True,30,True,False,confirmed,6532.61,ZAR,2025-11-18,Fitness & Luxury Lifestyle Subscription,
event_201,user_66,income,True,30,False,True,confirmed,30229.37,INR,2026-04-10,Confirmed Monthly Salary,
event_202,user_66,recurring_expense,True,30,False,True,confirmed,10595.45,INR,2026-04-15,Apartment Rent & Essential Utilities,
event_203,user_66,recurring_expense,True,15,False,True,confirmed,2888.12,INR,2026-04-07,Bi-weekly Groceries & Commuting,
event_204,user_66,recurring_expense,True,30,True,False,confirmed,3360.07,INR,2026-04-10,Streaming Services & Dining Out Club,
event_205,user_66,recurring_expense,True,30,True,False,confirmed,2329.37,INR,2026-04-15,Fitness & Luxury Lifestyle Subscription,
event_206,user_67,income,True,30,False,True,confirmed,2560.83,USD,2024-09-19,Confirmed Monthly Salary,
event_207,user_67,recurring_expense,True,30,False,True,confirmed,992.01,USD,2024-09-24,Apartment Rent & Essential Utilities,
event_208,user_67,recurring_expense,True,15,False,True,confirmed,198.65,USD,2024-09-09,Bi-weekly Groceries & Commuting,
event_209,user_67,recurring_expense,True,30,True,False,confirmed,179.6,USD,2024-09-12,Streaming Services & Dining Out Club,
event_210,user_67,recurring_expense,True,30,True,False,confirmed,116.83,USD,2024-09-17,Fitness & Luxury Lifestyle Subscription,
event_211,user_68,income,True,30,False,True,confirmed,1889.97,USD,2025-02-28,Confirmed Monthly Salary,
event_212,user_68,recurring_expense,True,30,False,True,confirmed,616.34,USD,2025-03-05,Apartment Rent & Essential Utilities,
event_213,user_68,recurring_expense,True,15,False,True,confirmed,156.37,USD,2025-02-11,Bi-weekly Groceries & Commuting,
event_214,user_68,recurring_expense,True,30,True,False,confirmed,158.29,USD,2025-02-14,Streaming Services & Dining Out Club,
event_215,user_68,recurring_expense,True,30,True,False,confirmed,136.77,USD,2025-02-19,Fitness & Luxury Lifestyle Subscription,
event_216,user_69,income,True,30,False,True,confirmed,608.53,EUR,2026-01-12,Confirmed Monthly Salary,
event_217,user_69,recurring_expense,True,30,False,True,confirmed,202.91,EUR,2026-01-17,Apartment Rent & Essential Utilities,
event_218,user_69,recurring_expense,True,15,False,True,confirmed,49.13,EUR,2026-01-08,Bi-weekly Groceries & Commuting,
event_219,user_69,recurring_expense,True,30,True,False,confirmed,42.29,EUR,2026-01-11,Streaming Services & Dining Out Club,
event_220,user_69,recurring_expense,True,30,True,False,confirmed,25.14,EUR,2026-01-16,Fitness & Luxury Lifestyle Subscription,
event_221,user_70,income,True,30,False,True,confirmed,299780.52,INR,2024-12-21,Confirmed Monthly Salary,
event_222,user_70,recurring_expense,True,30,False,True,confirmed,100170.12,INR,2024-12-26,Apartment Rent & Essential Utilities,
event_223,user_70,recurring_expense,True,15,False,True,confirmed,33986.61,INR,2024-12-10,Bi-weekly Groceries & Commuting,
event_224,user_70,recurring_expense,True,30,True,False,confirmed,28035.67,INR,2024-12-13,Streaming Services & Dining Out Club,
event_225,user_70,recurring_expense,True,30,True,False,confirmed,19110.66,INR,2024-12-18,Fitness & Luxury Lifestyle Subscription,
event_226,user_71,income,True,30,False,True,confirmed,29103424.49,IDR,2025-05-25,Confirmed Monthly Salary,
event_227,user_71,recurring_expense,True,30,False,True,confirmed,9934431.75,IDR,2025-05-30,Apartment Rent & Essential Utilities,
event_228,user_71,recurring_expense,True,15,False,True,confirmed,3140013.91,IDR,2025-05-07,Bi-weekly Groceries & Commuting,
event_229,user_71,recurring_expense,True,30,True,False,confirmed,2867938.27,IDR,2025-05-10,Streaming Services & Dining Out Club,
event_230,user_71,recurring_expense,True,30,True,False,confirmed,915234.57,IDR,2025-05-15,Fitness & Luxury Lifestyle Subscription,
event_231,user_72,income,True,30,False,True,confirmed,12160.15,ZAR,2026-07-14,Confirmed Monthly Salary,
event_232,user_72,recurring_expense,True,30,False,True,confirmed,4430.69,ZAR,2026-07-19,Apartment Rent & Essential Utilities,
